"date" "time" "size" "r_version" "r_arch" "r_os" "package" "version" "country" "ip_id"
"15301661" "2014-10-02" "20:38:19" 61270 "3.0.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 13880
"15361940" "2014-10-03" "03:32:53" 64425 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "JP" 14
"15372282" "2014-10-03" "05:49:36" 64430 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1291
"15398514" "2014-10-03" "07:23:07" 64431 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 14
"15418362" "2014-10-03" "09:23:16" 64431 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4440
"15478406" "2014-10-03" "16:47:30" 64425 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 8177
"15516795" "2014-10-03" "21:07:02" 64314 NA NA NA "dosresmeta" "1.3.0" "US" 9
"15567535" "2014-10-04" "11:47:24" 21316 NA NA NA "dosresmeta" "1.3.0" "NL" 23
"15646705" "2014-10-04" "22:00:34" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 6038
"15652658" "2014-10-04" "23:45:24" 64349 "2.14.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "PL" 5383
"15671879" "2014-10-05" "04:46:28" 64349 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 1143
"15681891" "2014-10-05" "05:58:17" 64349 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1350
"15687725" "2014-10-05" "06:08:04" 64349 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 1146
"15690312" "2014-10-05" "06:36:47" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1594
"15690313" "2014-10-05" "06:36:48" 64367 NA NA NA "dosresmeta" "1.3.0" "CN" 1594
"15728333" "2014-10-05" "14:33:25" 64354 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 3307
"15736120" "2014-10-05" "16:49:26" 64355 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ES" 4317
"15774519" "2014-10-05" "21:52:35" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 6407
"15774520" "2014-10-05" "21:52:36" 64259 NA NA NA "dosresmeta" "1.3.0" "CN" 6407
"15787197" "2014-10-06" "00:55:33" 64249 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4
"15808577" "2014-10-06" "03:30:09" 64254 "3.1.1" "x86_64" "darwin13.3.0" "dosresmeta" "1.3.0" "AU" 6
"15900629" "2014-10-06" "16:30:53" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 7785
"15900630" "2014-10-06" "16:30:54" 64254 NA NA NA "dosresmeta" "1.3.0" "CN" 7785
"15975437" "2014-10-06" "22:25:56" 64249 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6251
"16001777" "2014-10-07" "01:33:49" 64254 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 36
"16019685" "2014-10-07" "04:20:29" 64254 "3.0.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "MX" 1921
"16068477" "2014-10-07" "09:39:14" 64254 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 5006
"16085812" "2014-10-07" "11:58:30" 34893 NA NA NA "dosresmeta" "1.3.0" "NL" 383
"16098366" "2014-10-07" "12:19:40" 64249 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "NO" 3758
"16134815" "2014-10-07" "15:24:42" 62262 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "IT" 9607
"16140361" "2014-10-07" "16:32:28" 62262 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "US" 11785
"16164268" "2014-10-07" "17:22:48" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 11832
"16164269" "2014-10-07" "17:22:48" 64254 NA NA NA "dosresmeta" "1.3.0" "CN" 11832
"16213410" "2014-10-07" "21:22:13" 64259 NA NA NA "dosresmeta" "1.3.0" "US" 2570
"16236545" "2014-10-07" "23:11:11" 64255 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "NO" 3758
"16250377" "2014-10-08" "01:13:00" 21311 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 811
"16269040" "2014-10-08" "03:09:02" 64254 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 1564
"16290165" "2014-10-08" "05:26:20" 61372 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "MX" 3089
"16326368" "2014-10-08" "09:26:18" 64249 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 4998
"16342920" "2014-10-08" "11:19:27" 61367 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "JP" 6622
"16367961" "2014-10-08" "13:24:44" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 8277
"16367962" "2014-10-08" "13:24:45" 64254 NA NA NA "dosresmeta" "1.3.0" "CN" 8277
"16373329" "2014-10-08" "13:07:56" 64254 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 8048
"16427116" "2014-10-08" "17:24:23" 64260 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 8048
"16437886" "2014-10-08" "17:05:35" 64254 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "SG" 10978
"16464166" "2014-10-08" "19:09:50" 64372 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 14220
"16490820" "2014-10-08" "21:10:22" 64372 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CA" 16974
"16520488" "2014-10-09" "01:59:50" 10034 NA NA NA "dosresmeta" "1.2.2" "NL" 247
"16530089" "2014-10-09" "01:42:28" 64372 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "SG" 78
"16537457" "2014-10-09" "02:04:11" 62262 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 765
"16560205" "2014-10-09" "04:39:10" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2966
"16560206" "2014-10-09" "04:39:11" 64315 NA NA NA "dosresmeta" "1.3.0" "CN" 2966
"16580731" "2014-10-09" "07:31:20" 64367 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 3836
"16606884" "2014-10-09" "09:12:30" 64367 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "NO" 4457
"16693735" "2014-10-09" "16:21:48" 64378 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "SG" 78
"16753773" "2014-10-09" "21:38:12" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 17177
"16753774" "2014-10-09" "21:38:12" 64295 NA NA NA "dosresmeta" "1.3.0" "CN" 17177
"16786103" "2014-10-10" "02:29:02" 61372 NA NA NA "dosresmeta" "1.3.0" "NL" 62
"16811127" "2014-10-10" "06:37:31" 64295 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 3451
"16825224" "2014-10-10" "08:00:47" 64301 "3.0.3" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 3451
"16836568" "2014-10-10" "09:56:55" 11634 NA NA NA "dosresmeta" "1.0" "NL" 20
"16851271" "2014-10-10" "10:26:21" 64295 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 6127
"16878431" "2014-10-10" "13:44:23" 64005 "3.0.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "AE" 7468
"16931687" "2014-10-10" "18:50:22" 64378 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12729
"16932164" "2014-10-10" "18:36:40" 64383 "3.0.2" "i686" "linux-gnu" "dosresmeta" "1.3.0" "US" 12790
"16953925" "2014-10-10" "19:39:44" 64378 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "RU" 13621
"17037150" "2014-10-11" "13:25:32" 15837 NA NA NA "dosresmeta" "1.1" "NL" 174
"17109410" "2014-10-11" "22:07:55" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 8818
"17117537" "2014-10-11" "23:58:48" 14621 NA NA NA "dosresmeta" "1.3.0" "NL" 98
"17140902" "2014-10-12" "04:22:41" 64298 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 980
"17158733" "2014-10-12" "07:39:21" 64298 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 420
"17161231" "2014-10-12" "08:22:27" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2810
"17161232" "2014-10-12" "08:22:28" 64273 NA NA NA "dosresmeta" "1.3.0" "CN" 2810
"17164190" "2014-10-12" "08:11:55" 21311 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "US" 9
"17185411" "2014-10-12" "12:18:30" 64298 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 3839
"17197139" "2014-10-12" "14:15:58" 21316 NA NA NA "dosresmeta" "1.3.0" "JP" 5137
"17251809" "2014-10-12" "21:35:13" 64303 NA NA NA "dosresmeta" "1.3.0" "GB" 10
"17259692" "2014-10-12" "23:26:32" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 10116
"17259693" "2014-10-12" "23:26:33" 64273 NA NA NA "dosresmeta" "1.3.0" "CN" 10116
"17294026" "2014-10-13" "05:49:54" 21325 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17294303" "2014-10-13" "05:41:38" 21322 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17298417" "2014-10-13" "05:42:58" 21324 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17308714" "2014-10-13" "06:45:55" 21325 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17310754" "2014-10-13" "06:07:09" 21326 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17311243" "2014-10-13" "06:32:06" 21322 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17319702" "2014-10-13" "07:31:16" 21316 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17360945" "2014-10-13" "12:07:34" 21322 NA NA NA "dosresmeta" "1.3.0" "JP" 2656
"17385634" "2014-10-13" "13:42:46" 62262 "3.1.0" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "US" 8225
"17419114" "2014-10-13" "15:49:07" 64298 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 10331
"17437970" "2014-10-13" "17:52:59" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 12665
"17437971" "2014-10-13" "17:53:00" 64374 NA NA NA "dosresmeta" "1.3.0" "CN" 12665
"17485264" "2014-10-13" "21:37:41" 64374 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 15283
"17560428" "2014-10-14" "08:03:41" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 5535
"17560429" "2014-10-14" "08:03:42" 64374 NA NA NA "dosresmeta" "1.3.0" "CN" 5535
"17569114" "2014-10-14" "09:04:22" 21322 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "KR" 5310
"17599910" "2014-10-14" "12:37:34" 64374 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 7884
"17631196" "2014-10-14" "14:15:21" 21316 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "KR" 9046
"17645919" "2014-10-14" "14:19:17" 62262 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 9713
"17688658" "2014-10-14" "18:17:23" 21322 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 9046
"17765041" "2014-10-15" "02:56:26" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 1660
"17765042" "2014-10-15" "02:56:27" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 1660
"17848320" "2014-10-15" "13:33:29" 21311 "3.1.1" "i686" "linux-gnu" "dosresmeta" "1.3.0" "HK" 7616
"17878274" "2014-10-15" "14:09:29" 64370 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "IN" 6218
"17941752" "2014-10-15" "20:35:15" 21311 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 17018
"17969680" "2014-10-15" "23:21:04" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2826
"17969681" "2014-10-15" "23:21:05" 64385 NA NA NA "dosresmeta" "1.3.0" "CN" 2826
"17977451" "2014-10-16" "01:08:44" 64365 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 36
"18002748" "2014-10-16" "03:00:19" 64371 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 1525
"18017239" "2014-10-16" "05:38:15" 64370 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 2963
"18042790" "2014-10-16" "08:07:23" 64365 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "CN" 28
"18077466" "2014-10-16" "12:36:49" 64370 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SE" 7672
"18153216" "2014-10-16" "18:31:37" 64365 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 14476
"18177804" "2014-10-16" "20:33:50" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 16473
"18177805" "2014-10-16" "20:33:51" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 16473
"18194898" "2014-10-16" "22:04:29" 64370 "2.15.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 17442
"7460" "2014-10-16" "01:08:44" 64365 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 36
"32757" "2014-10-16" "03:00:19" 64371 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 1525
"47248" "2014-10-16" "05:38:15" 64370 "3.0.2" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 2963
"72799" "2014-10-16" "08:07:23" 64365 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "CN" 28
"107475" "2014-10-16" "12:36:49" 64370 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SE" 7672
"183225" "2014-10-16" "18:31:37" 64365 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 14476
"207813" "2014-10-16" "20:33:50" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 16473
"207814" "2014-10-16" "20:33:51" 64370 NA NA NA "dosresmeta" "1.3.0" "CN" 16473
"224907" "2014-10-16" "22:04:29" 64370 "2.15.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 17442
"275530" "2014-10-17" "05:47:57" 64365 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "KR" 2917
"276916" "2014-10-17" "05:49:17" 64370 NA NA NA "dosresmeta" "1.3.0" "JP" 51
"280045" "2014-10-17" "06:33:07" 64385 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "RU" 3332
"283312" "2014-10-17" "06:01:52" 64379 NA NA NA "dosresmeta" "1.3.0" "JP" 1
"285280" "2014-10-17" "06:35:53" 64371 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 2467
"314183" "2014-10-17" "08:17:55" 64370 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "CN" 255
"316296" "2014-10-17" "09:41:31" 64365 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "HK" 5391
"369590" "2014-10-17" "13:35:44" 62262 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "GB" 6726
"454468" "2014-10-17" "23:23:15" 64380 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 15952
"504351" "2014-10-18" "09:12:50" 21311 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "HK" 2754
"504633" "2014-10-18" "09:54:00" 62268 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "GB" 3199
"510513" "2014-10-18" "10:32:08" 64380 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "VN" 3212
"541297" "2014-10-18" "16:05:02" 64380 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 4791
"543816" "2014-10-18" "16:24:42" 64380 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 6159
"575838" "2014-10-18" "19:16:45" 64289 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 5660
"614048" "2014-10-18" "21:02:03" 62262 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "US" 8245
"629581" "2014-10-18" "22:32:16" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 9251
"640162" "2014-10-19" "00:16:02" 62262 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 159
"648617" "2014-10-19" "02:00:00" 64289 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "CN" 33
"678342" "2014-10-19" "09:19:31" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 3606
"678343" "2014-10-19" "09:19:32" 64398 NA NA NA "dosresmeta" "1.3.0" "CN" 3606
"718051" "2014-10-19" "16:30:26" 62262 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6475
"729024" "2014-10-19" "17:29:08" 64284 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7804
"806282" "2014-10-20" "03:32:52" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2150
"806283" "2014-10-20" "03:32:53" 64373 NA NA NA "dosresmeta" "1.3.0" "CN" 2150
"918929" "2014-10-20" "15:24:27" 64306 "3.0.2" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "CO" 1373
"928395" "2014-10-20" "16:30:42" 64306 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "IN" 11231
"932430" "2014-10-20" "16:59:12" 64306 "3.1.0" "x86_64" "mingw32" "dosresmeta" "1.3.0" "ZA" 8132
"946132" "2014-10-20" "17:04:35" 61270 "2.14.1" "i686" "linux-gnu" "dosresmeta" "1.3.0" "TH" 12440
"1014908" "2014-10-20" "23:56:14" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2130
"1014909" "2014-10-20" "23:56:15" 64404 NA NA NA "dosresmeta" "1.3.0" "CN" 2130
"1129081" "2014-10-21" "13:43:11" 64404 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 8601
"1131849" "2014-10-21" "13:27:30" 64005 "2.15.3" "i386" "mingw32" "dosresmeta" "1.3.0" "IT" 8418
"1137838" "2014-10-21" "13:33:16" 21316 NA NA NA "dosresmeta" "1.3.0" "ES" 7670
"1144284" "2014-10-21" "14:41:16" 64410 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 8601
"1178431" "2014-10-21" "15:58:21" 64380 NA NA NA "dosresmeta" "1.3.0" "FR" 10517
"1192297" "2014-10-21" "16:22:02" 64404 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "GB" 9080
"1253151" "2014-10-21" "21:53:01" 61372 "3.1.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "AU" 17677
"1266190" "2014-10-21" "21:20:12" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 18285
"1266191" "2014-10-21" "21:20:12" 64404 NA NA NA "dosresmeta" "1.3.0" "CN" 18285
"1308102" "2014-10-22" "00:51:09" 64410 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 6
"1316315" "2014-10-22" "01:41:13" 64010 NA NA NA "dosresmeta" "1.3.0" "FR" 24
"1324122" "2014-10-22" "02:37:24" 64380 NA NA NA "dosresmeta" "1.3.0" "FR" 24
"1332069" "2014-10-22" "02:25:17" 64399 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "VN" 945
"1343909" "2014-10-22" "03:55:46" 64404 NA NA NA "dosresmeta" "1.3.0" "FR" 2495
"1366858" "2014-10-22" "05:01:30" 64404 NA NA NA "dosresmeta" "1.3.0" "FR" 2495
"1377795" "2014-10-22" "06:05:42" 64404 NA NA NA "dosresmeta" "1.3.0" "FR" 2495
"1381674" "2014-10-22" "07:17:43" 64380 NA NA NA "dosresmeta" "1.3.0" "FR" 2495
"1403664" "2014-10-22" "08:33:26" 21311 "3.1.1" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 3244
"1405616" "2014-10-22" "08:40:12" 64404 NA NA NA "dosresmeta" "1.3.0" "FR" 2495
"1444450" "2014-10-22" "12:14:20" 45013 NA NA NA "dosresmeta" "1.3.0" "DZ" 8220
"1449433" "2014-10-22" "12:56:04" 61367 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "JP" 8129
"1457385" "2014-10-22" "12:26:31" 46720 NA NA NA "dosresmeta" "1.3.0" "DZ" 8220
"1466453" "2014-10-22" "13:11:34" 64410 NA NA NA "dosresmeta" "1.3.0" "EU" 7760
"1499931" "2014-10-22" "15:01:46" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 10335
"1499932" "2014-10-22" "15:01:47" 64404 NA NA NA "dosresmeta" "1.3.0" "CN" 10335
"1537005" "2014-10-22" "18:55:50" 64269 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 10208
"1540590" "2014-10-22" "18:38:59" 21311 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 14084
"1580478" "2014-10-22" "21:21:20" 61378 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "AU" 3142
"1584941" "2014-10-22" "21:59:34" 64264 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "SV" 13262
"1591024" "2014-10-22" "22:23:26" 64264 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TN" 15083
"1607720" "2014-10-23" "00:37:52" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 87
"1607721" "2014-10-23" "00:37:52" 64243 NA NA NA "dosresmeta" "1.3.0" "CN" 87
"1636541" "2014-10-23" "04:33:07" 64269 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "KR" 2034
"1675581" "2014-10-23" "10:50:57" 64238 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "ES" 6320
"1685151" "2014-10-23" "11:12:34" 21316 NA NA NA "dosresmeta" "1.3.0" "US" 972
"1698247" "2014-10-23" "12:17:44" 62267 NA NA NA "dosresmeta" "1.3.0" "NL" 3987
"1792584" "2014-10-23" "20:43:58" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 15850
"1792585" "2014-10-23" "20:43:59" 64265 NA NA NA "dosresmeta" "1.3.0" "CN" 15850
"1850858" "2014-10-24" "05:38:56" 64270 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 2553
"1876315" "2014-10-24" "08:05:34" 64269 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 4151
"1876432" "2014-10-24" "08:05:34" 64276 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "KR" 4151
"1891864" "2014-10-24" "09:48:54" 64276 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "KR" 4151
"1899816" "2014-10-24" "09:48:54" 64276 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "KR" 4151
"1919547" "2014-10-24" "11:41:47" 62262 "2.15.1" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 6866
"1944093" "2014-10-24" "13:48:10" 64270 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "TR" 7808
"1945852" "2014-10-24" "13:56:17" 64005 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "ZA" 6619
"2000285" "2014-10-24" "17:38:41" 64270 "3.1.0" "x86_64" "darwin10.8.0" "dosresmeta" "1.3.0" "US" 12013
"2000346" "2014-10-24" "17:38:41" 64270 "3.0.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12013
"2008440" "2014-10-24" "18:35:13" 64358 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "DE" 12020
"2014092" "2014-10-24" "18:08:47" 64401 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 12013
"2054548" "2014-10-25" "00:44:26" 64401 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 10
"2075092" "2014-10-25" "05:25:24" 21311 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "RU" 2029
"2093440" "2014-10-25" "09:06:22" 64401 NA NA NA "dosresmeta" "1.3.0" "DZ" 2927
"2147607" "2014-10-25" "16:50:35" 64401 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 6113
"2148886" "2014-10-25" "16:15:44" 64396 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "DE" 6064
"2170566" "2014-10-25" "19:44:07" 62262 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "JP" 5684
"2214153" "2014-10-25" "22:19:11" 511 NA NA NA "dosresmeta" "1.3.0" "CN" 8888
"2227536" "2014-10-26" "01:08:37" 61367 "3.1.1" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 89
"2245612" "2014-10-26" "05:08:27" 14621 NA NA NA "dosresmeta" "1.3.0" "FR" 19
"2250045" "2014-10-26" "06:32:52" 64280 "3.0.2" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 2114
"2259983" "2014-10-26" "07:35:18" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 2735
"2259984" "2014-10-26" "07:35:19" 64285 NA NA NA "dosresmeta" "1.3.0" "CN" 2735
"2328824" "2014-10-26" "19:02:55" 64409 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 7816
"2346647" "2014-10-26" "22:45:46" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 10223
"2346648" "2014-10-26" "22:45:47" 64218 NA NA NA "dosresmeta" "1.3.0" "CN" 10223
"2358737" "2014-10-26" "23:46:17" 64415 "3.1.1" "i386" "mingw32" "dosresmeta" "1.3.0" "US" 7816
"2409183" "2014-10-27" "08:35:14" 64409 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "US" 4176
"2414360" "2014-10-27" "08:10:12" 11634 NA NA NA "dosresmeta" "1.0" "FR" 174
"2505161" "2014-10-27" "17:34:18" 64409 "3.1.1" "x86_64" "mingw32" "dosresmeta" "1.3.0" "DE" 11674
"2533497" "2014-10-27" "19:07:45" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 13758
"2533498" "2014-10-27" "19:07:46" 64334 NA NA NA "dosresmeta" "1.3.0" "CN" 13758
"2575837" "2014-10-27" "23:15:05" 64334 "3.1.1" "x86_64" "darwin13.1.0" "dosresmeta" "1.3.0" "US" 17874
"2650647" "2014-10-28" "10:26:58" 512 NA NA NA "dosresmeta" "1.3.0" "CN" 6838
"2650648" "2014-10-28" "10:26:59" 64334 NA NA NA "dosresmeta" "1.3.0" "CN" 6838
"2681336" "2014-10-28" "13:51:28" 64334 NA NA NA "dosresmeta" "1.3.0" "LU" 8538
"2733991" "2014-10-28" "17:26:21" 64218 "3.0.2" "x86_64" "linux-gnu" "dosresmeta" "1.3.0" "JP" 12213
